"ISSN";"Titulo";"Area";"Estrato"
"0001-5962";"ACTA MATHEMATICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0236-5294";"ACTA MATHEMATICA HUNGARICA (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0252-9602";"ACTA MATHEMATICA SCIENTIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0001-5970";"ACTA MECHANICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0044-6025";"ACTA MEDICA IRANICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0870-399X";"ACTA MÉDICA PORTUGUESA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1646-0758";"ACTA MÉDICA PORTUGUESA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1006-7191";"ACTA METALLURGICA SINICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2594-7680";"ACTA NEGÓCIOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0065-1400";"ACTA NEUROBIOLOGIAE EXPERIMENTALIS (DRUK)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0001-6268";"ACTA NEUROCHIRURGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0300-9009";"ACTA NEUROLOGICA BELGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0001-6314";"ACTA NEUROLOGICA SCANDINAVICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-6322";"ACTA NEUROPATHOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2051-5960";"ACTA NEUROPATHOLOGICA COMMUNICATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1601-5215";"ACTA NEUROPSYCHIATRICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0001-6349";"ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1852-4834";"ACTA ODONTOLOGICA LATINOAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1502-3850";"ACTA ODONTOLOGICA SCANDINAVICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-6365";"ACTA ODONTOLÓGICA VENEZOLANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1146-609X";"ACTA OECOLOGICA (MONTROUGE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1509-409X";"ACTA OF BIOENGINEERING AND BIOMECHANICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0284-186X";"ACTA ONCOLOGICA (STOCKHOLM)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2027-7822";"ACTA ONDONTOLÓGICA COLOMBIANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1755-375X";"ACTA OPHTHALMOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-6454";"ACTA ORNITHOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1745-3674";"ACTA ORTHOPAEDICA (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1413-7852";"ACTA ORTOPÉDICA BRASILEIRA (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0001-6489";"ACTA OTO-LARYNGOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0392-100X";"ACTA OTORHINOLARYNGOLOGICA ITALICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2173-5735";"ACTA OTORRINOLARINGOLOGICA (ENGLISH EDITION)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0001-6519";"ACTA OTORRINOLARINGOLÓGICA ESPAÑOLA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0803-5253";"ACTA PAEDIATRICA (OSLO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0567-7920";"ACTA PALAEONTOLOGICA POLONICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1230-2821";"ACTA PARASITOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0103-2100";"ACTA PAULISTA DE ENFERMAGEM (UNIFESP. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0001-6640";"ACTA PEDIÁTRICA ESPAÑOLA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1330-0075";"ACTA PHARMACEUTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2211-3835";"ACTA PHARMACEUTICA SINICA B";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1671-4083";"ACTA PHARMACOLOGICA SINICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0587-4246";"ACTA PHYSICA POLONICA. A";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0587-4254";"ACTA PHYSICA POLONICA. B";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0137-5881";"ACTA PHYSIOLOGIAE PLANTARUM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1861-1664";"ACTA PHYSIOLOGIAE PLANTARUM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1748-1716";"ACTA PHYSIOLOGICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0231-424X";"ACTA PHYSIOLOGICA HUNGARICA (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0185-3082";"ACTA POÉTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2448-735X";"ACTA POÉTICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0001-6837";"ACTA POLONIAE PHARMACEUTICA: DRUG RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1210-2709";"ACTA POLYTECHNICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1785-8860";"ACTA POLYTECHNICA HUNGARICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0065-1583";"ACTA PROTOZOOLOGICA (DRUK)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0001-6896";"ACTA PSIQUIÁTRICA Y PSICOLÓGICA DE AMÉRICA LATINA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-690X";"ACTA PSYCHIATRICA SCANDINAVICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-6918";"ACTA PSYCHOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2469-6676";"ACTA PSYCHOPATHOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0284-1851";"ACTA RADIOLOGICA (1987)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0303-464X";"ACTA REUMATOLÓGICA PORTUGUESA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2317-8957";"ACTA SCIENTIAE ET TECHNICAE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1679-9216";"ACTA SCIENTIAE VETERINARIAE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1678-0345";"ACTA SCIENTIAE VETERINARIAE (UFRGS. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1644-0730";"ACTA SCIENTIARUM POLONORUM TECHNOLOGIA ALIMENTARIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1679-9275";"ACTA SCIENTIARUM. AGRONOMY (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1806-2636";"ACTA SCIENTIARUM. ANIMAL SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1807-863X";"ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2178-5201";"ACTA SCIENTIARUM. EDUCATION (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1679-9291";"ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1679-7361";"ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1983-4675";"ACTA SCIENTIARUM. LANGUAGE AND CULTURE (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1806-2563";"ACTA SCIENTIARUM. TECHNOLOGY (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0102-4264";"ACTA SEMIÓTICA ET LINGUÍSTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0186-6028";"ACTA SOCIOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0001-6993";"ACTA SOCIOLOGICA (TRYKT UTG.)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-7019";"ACTA STOMATOLOGICA CROATICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1982-422X";"ACTA TECNOLÓGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0327-9286";"ACTA TOXICOLÓGICA ARGENTINA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1851-3743";"ACTA TOXICOLÓGICA ARGENTINA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0001-706X";"ACTA TROPICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0001-7132";"ACTA UNIVERSITATIS CAROLINAE. GEOLOGICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0567-8315";"ACTA VETERINARIA (BEOGRAD)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1981-5484";"ACTA VETERINARIA BRASILICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0001-7213";"ACTA VETERINARIA BRNO (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1751-0147";"ACTA VETERINARIA SCANDINAVICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0001-723X";"ACTA VIROLOGICA (ENGLISH ED.)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0001-7272";"ACTA ZOOLOGICA (STOCKHOLM)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0065-1737";"ACTA ZOOLÓGICA MEXICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1463-6395";"ACTA ZOOLOGICA ONLINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1850-2032";"ACTAS DE DISEÑO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0001-7310";"ACTAS DERMO-SIFILIOGRÁFICAS (ED. IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1139-9287";"ACTAS ESPANÕLAS DE PSIQUIATRÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1578-2735";"ACTAS ESPAÑOLAS DE PSIQUIATRÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0210-4806";"ACTAS UROLÓGICAS ESPAÑOLAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0335-5322";"ACTES DE LA RECHERCHE EN SCIENCES SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2270-4957";"ACTES SÉMIOTIQUES (EN LIGNE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2525-8923";"ACTIO: DOCÊNCIA EM CIÊNCIAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1545-4517";"ACTION, CRITICISM, & THEORY FOR MUSIC EDUCATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2519-7355";"ACTUALIDAD BRICS- BOLETIN DE RELACIONES INTERNACIONALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0304-3584";"ACTUALIDADES BIOLOGICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2215-3535";"ACTUALIDADES EN PSICOLOGÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1409-4703";"ACTUALIDADES INVESTIGATIVAS EN EDUCACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0120-1700";"ACTUALIDADES PEDAGÓGICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1778-4034";"ACTUALITÉS DE LA CONSERVATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1669-8975";"ACTUALIZACIONES EN OSTEOLOGÍA (IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2076-0825";"ACTUATORS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0718-0179";"ACTUEL MARX INTERVENCIONES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0360-1293";"ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0964-5284";"ACUPUNCTURE IN MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1983-442X";"ACÚSTICA E VIBRAÇÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1610-1928";"ACUSTICA UNITED WITH ACTA ACUSTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1570-8705";"AD HOC NETWORKS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2325-0496";"ADA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0736-5829";"ADAPTED PHYSICAL ACTIVITY QUARTERLY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1543-2777";"ADAPTED PHYSICAL ACTIVITY QUARTERLY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0965-2140";"ADDICTION (ABINGDON. PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1355-6215";"ADDICTION BIOLOGY (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1606-6359";"ADDICTION RESEARCH & THEORY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1940-0640";"ADDICTION SCIENCE & CLINICAL PRACTICE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0306-4603";"ADDICTIVE BEHAVIORS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2352-8532";"ADDICTIVE BEHAVIORS REPORTS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1866-6116";"ADHD - ATTENTION DEFICIT AND HYPERACTIVITY DISORDERS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1551-9899";"ADHOC & SENSOR WIRELESS NETWORKS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1518-9929";"ADM. MADE (UNIVERSIDADE ESTÁCIO DE SÁ)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1692-0279";"AD-MINISTER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2316-7548";"ADMINISTRAÇÃO DE EMPRESAS EM REVISTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2175-5787";"ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2177-6083";"ADMINISTRAÇÃO: ENSINO E PESQUISA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2500-5227";"ADMINISTRACIÓN Y DESARROLLO (VERSÃO DIGITAL)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1015-4833";"ADMINISTRATIO PUBLICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0894-587X";"ADMINISTRATION AND POLICY IN MENTAL HEALTH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1005-0078";"ADMINISTRATIVE LAW REVIEW";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0001-8392";"ADMINISTRATIVE SCIENCE QUARTERLY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2076-3387";"ADMINISTRATIVE SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0751-7696";"ADOLESCENCE (PARIS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2177-5281";"ADOLESCÊNCIA & SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1679-9941";"ADOLESCÊNCIA & SAÚDE (UERJ)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0929-5607";"ADSORPTION (BOSTON)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0263-6174";"ADSORPTION SCIENCE & TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0342-7633";"ADULT EDUCATION AND DEVELOPMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2119-0275";"ADVANCED ELECTROMAGNETICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2199-160X";"ADVANCED ELECTRONIC MATERIALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1474-0346";"ADVANCED ENGINEERING INFORMATICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1438-1656";"ADVANCED ENGINEERING MATERIALS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1616-301X";"ADVANCED FUNCTIONAL MATERIALS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2192-2659";"ADVANCED HEALTHCARE MATERIALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1521-4095";"ADVANCED MATERIALS (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0935-9648";"ADVANCED MATERIALS (WEINHEIM PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2196-7350";"ADVANCED MATERIALS INTERFACES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1841-4311";"ADVANCED MODELLING AND OPTIMIZATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1536-1365";"ADVANCED NONLINEAR STUDIES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2195-1071";"ADVANCED OPTICAL MATERIALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2251-7308";"ADVANCED PHARMACEUTICAL BULLETIN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"0921-8831";"ADVANCED POWDER TECHNOLOGY (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0169-1864";"ADVANCED ROBOTICS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2164-6627";"ADVANCED SCIENCE, ENGINEERING AND MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1615-4150";"ADVANCED SYNTHESIS & CATALYSIS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0974-6803";"ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0065-2113";"ADVANCES IN AGRONOMY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2307-8316";"ADVANCES IN ANIMAL AND VETERINARY SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2040-4700";"ADVANCES IN ANIMAL BIOSCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2163-9353";"ADVANCES IN ANTHROPOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1743-6753";"ADVANCES IN APPLIED CERAMICS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0188-7009";"ADVANCES IN APPLIED CLIFFORD ALGEBRAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2070-0733";"ADVANCES IN APPLIED MATHEMATICS AND MECHANICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0001-8678";"ADVANCES IN APPLIED PROBABILITY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2165-4336";"ADVANCES IN APPLIED SOCIOLOGY (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2162-2191";"ADVANCES IN BIOLOGICAL CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2212-4926";"ADVANCES IN BIOLOGICAL REGULATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2156-8502";"ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1864-8258";"ADVANCES IN CALCULUS OF VARIATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1864-8266";"ADVANCES IN CALCULUS OF VARIATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0951-7197";"ADVANCES IN CEMENT RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2160-0392";"ADVANCES IN CHEMICAL ENGINEERING AND SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1548-5595";"ADVANCES IN CHRONIC KIDNEY DISEASE (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1687-8094";"ADVANCES IN CIVIL ENGINEERING (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1687-8086";"ADVANCES IN CIVIL ENGINEERING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0065-2423";"ADVANCES IN CLINICAL CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0001-8686";"ADVANCES IN COLLOID AND INTERFACE SCIENCE (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"0219-5259";"ADVANCES IN COMPLEX SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1019-7168";"ADVANCES IN COMPUTATIONAL MATHEMATICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2287-5301";"ADVANCES IN CONCRETE CONSTRUCTION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1687-8108";"ADVANCES IN CONDENSED MATTER PHYSICS (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0098-9258";"ADVANCES IN CONSUMER RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1862-5347";"ADVANCES IN DATA ANALYSIS AND CLASSIFICATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2424-9238";"ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0895-9374";"ADVANCES IN DENTAL RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1544-0737";"ADVANCES IN DENTAL RESEARCH (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1523-4223";"ADVANCES IN DEVELOPING HUMAN RESOURCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1079-9389";"ADVANCES IN DIFFERENTIAL EQUATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"2255-2863";"ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0065-2504";"ADVANCES IN ECOLOGICAL RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
